"س,خ,ب,ە,س",match
"خ,ە,خ,ە,س",match
"ک,ش,و,ت,ج",match
"ت,ش,ت,ت,و",match
"ک,ک,ک,ت,ت",match
"ت,ش,ت,ش,ک",match
"گ,پ,ۆ,چ,پ",match
"گ,چ,چ,ۆ,چ",match
"پ,گ,چ,ۆ,ۆ",match
"ۆ,پ,چ,گ,گ",match
"ۆ,پ,گ,چ,گ",match
"ۆ,گ,ۆ,چ,چ",match
"ب,خ,ە,س,س",match
"چ,چ,ۆ,گ,چ",match
"چ,گ,پ,پ,چ",match
"ع,وو,ژ,ل,ڕ",match
"ع,وو,وو,ع,وو",match
"ع,ل,وو,وو,ڕ",match
"وو,ڕ,ژ,ع,وو",match
"وو,وو,ژ,وو,ع",match
"ع,وو,ڕ,ژ,ل",match
"ل,ژ,وو,وو,ژ",match
"ل,ژ,وو,ل,ع",match
"ب,ە,خ,س,س",match
"ژ,ل,ڕ,ل,ژ",match
"وو,ژ,ڕ,ژ,ل",match
"ف,ی,ڤ,هـ,ی",match
"ی,هـ,ف,ی,ف",match
"ی,ڤ,هـ,ف,ی",match
"هـ,ڤ,هـ,ی,هـ",match
"ۆ,چ,پ,گ,چ",match
"هـ,ڤ,هـ,ی,هـ",match
"هـ,ڤ,ی,ف,ڤ",match
"ڤ,ڤ,هـ,ڤ,هـ",match
"ە,خ,س,ب,ە",match
"ڤ,ف,هـ,ڤ,ی",match
"هـ,ڤ,ف,ی,ڤ",match
"ن,م,د,ڵ,ێ",match
"م,ن,ێ,ڵ,ن",match
"د,م,ن,ێ,م",match
"م,ن,د,د,ێ",match
"ن,د,ن,ڵ,ڵ",match
"ڵ,د,ن,ێ,م",match
"د,ڵ,ڵ,ڵ,ێ",match
"م,د,ێ,ڵ,ن",match
"خ,ە,س,ب,خ",match
"ن,ڵ,م,د,ێ",match
"د,م,ڵ,د,ڵ",match
"ڵ,د,د,ێ,ێ",match
"ن,ن,ێ,ڵ,ڵ",match
"د,ا,ر,ح,غ",match
"ە,ق,د,ق,ح",match
"ق,ا,غ,غ,ر",match
"ر,ح,ا,ح,ح",match
"غ,ح,ا,غ,ە",match
"ق,ر,ح,ا,د",match
"ج,ک,و,ش,ت",match
"غ,ە,غ,ا,ا",match
"ح,ە,د,ا,ە",match
"ر,ق,ا,ق,ا",match
"ر,ە,غ,د,غ",match
"ح,ر,ق,د,ە",match
"غ,ا,ە,ە,ح",match
"ح,د,ح,ر,ق",match
"د,د,ە,ح,د",match
"ق,ر,ە,د,ە",match
"ژ,ڕ,ع,وو,ل",match
"ج,و,ک,ش,ت",match
"ع,ڕ,ع,ژ,وو",match
"ڕ,ڕ,ڕ,ل,ڕ",match
"ش,و,ت,ک,ج",match
"ک,و,ش,ش,ش",match
"ش,ت,ش,و,ش",match
"ک,ش,ج,و,ک",match
"ج,ش,ج,ت,و",match
"و,ش,ت,ش,ش",match
"ج,و,و,ج,ک",match
