"a,a,b,a,p",match
"m,g,l,p,g",match
"papa,mala,bula,lapa,bula",spell
"raga,pula,ala,pula,ala",Sound
"m,n,l,n,m",match
"e,b,j,j,m",match
"l,n,l,n,m",matchSound
"b,m,b,e,j",match
"j,b,e,j,n",match
"n,j,j,l,n",matchSound
"m,l,b,m,j",matchfirst
"n,l,l,n,b",matchfirst
"a,m,a,p,b",matchSound
"n,b,j,e,l",matchfirst
"n,b,l,e,m",matchfirst
"beke,nela,esi,jesi,ela",spell
"ela,epa,nela,ela,esi",spell
"jesi,epa,nela,repa,nepa",Sound
"k,p,i,r,r",match
"r,r,t,p,p",match
"p,r,i,s,s",matchSound
"s,t,s,k,r",match
"s,s,t,p,p",match
"l,b,p,l,g",match
"k,p,i,s,t",matchSound
"r,k,i,t,s",matchfirst
"s,t,s,r,r",matchfirst
"i,r,r,s,s",matchfirst
"p,s,s,p,r",matchfirst
"pina,pina,pina,ila,ima",spell
"pina,rita,ina,sira,ina",spell
"sira,rita,sira,pina,rita",Sound
"y,l,n,r,s",match
"l,l,r,l,s",match
"a,m,l,f,a",match
"s,o,y,n,n",matchSound
"r,n,l,r,l",match
"s,n,s,l,l",match
"r,l,n,n,s",matchSound
"l,y,y,r,r",matchfirst
"o,y,y,n,o",matchfirst
"n,y,o,r,y",matchfirst
"o,y,y,s,s",matchfirst
"ona,mona,yona,nona,uka",spell
"uka,nona,nona,rona,mona",spell
"a,p,l,b,g",matchSound
"oba,uma,ona,yona,yona",Sound
"w,w,h,h,u",match
"w,u,t,d,w",match
"w,h,d,t,h",matchSound
"h,u,d,w,u",match
"t,u,h,d,u",match
"w,d,d,d,u",matchSound
"w,d,u,h,d",matchfirst
"w,d,u,d,t",matchfirst
"t,w,w,t,w",matchfirst
"p,p,l,m,a",matchfirst
"w,w,h,t,w",matchfirst
"tuka,uba,upa,ula,tuka",spell
"huma,uba,ufa,huma,hufa",spell
"upa,hufa,upa,wulu,hufa",Sound
"h,w,d,h,d",match
"t,h,u,h,t",match
"h,h,t,h,u",matchSound
"d,w,u,h,u",match
"u,u,t,h,d",match
"d,h,t,t,u",matchSound
"f,l,b,a,p",matchfirst
"w,t,t,w,d",matchfirst
"h,u,h,w,d",matchfirst
"t,t,t,u,h",matchfirst
"u,h,u,h,w",matchfirst
"ula,tuka,hufa,huma,ufa",spell
"uta,upa,upa,duma,hufa",spell
"uba,uba,tuka,duma,wulu",Sound
"m,l,f,p,l",matchfirst
"ala,mala,ula,ula,bala",spell
