"g,h,h,h,g",match
"f,f,h,h,d",match
"dugu,fagi,baba,bama,mma",spell
"baba,gaga,bugu,habu,bama",Sound
"n,w,p,t,l",match
"e,l,m,l,e",match
"n,e,m,w,p",matchSound
"t,p,n,e,m",match
"n,m,p,p,w",match
"w,l,n,l,p",matchSound
"p,w,p,p,n",matchfirst
"l,l,t,n,w",matchfirst
"d,h,m,f,h",matchSound
"l,t,n,m,t",matchfirst
"m,n,m,t,t",matchfirst
"mela,peta,wela,lela,mela",spell
"nela,nwa,teta,tea,penga",spell
"neta,tema,mela,nwa,lela",Sound
"ṱ,s,ḽ,ṅ,i",match
"u,ḓ,ṅ,ṋ,ḽ",match
"s,s,ṱ,ḽ,ḓ",matchSound
"ḓ,ḽ,i,i,ḓ",match
"ṅ,i,ṅ,i,i",match
"m,m,m,h,b",match
"ḽ,ḽ,ṅ,u,ḽ",matchSound
"ṅ,s,ṅ,ṅ,i",matchfirst
"u,u,ṅ,ṱ,ṅ",matchfirst
"ṅ,i,s,s,ṱ",matchfirst
"ṋ,s,u,ṋ,s",matchfirst
"ṱuwa,iḽa,ṱusa,ḽisa,unḓa",spell
"ḓithu,sinḓa,ḽiḓu,inwa,ḽisa",spell
"tshiṅina,ṋisa,sinḓa,ṋea,tshiṅina",Sound
"o,k,t,t,o",match
"e,e,w,k,v",match
"b,h,m,b,d",match
"o,t,t,o,k",matchSound
"v,v,k,t,o",match
"t,v,e,w,k",match
"o,r,k,t,r",matchSound
"w,w,w,r,w",matchfirst
"t,r,w,o,v",matchfirst
"v,o,w,w,r",matchfirst
"t,r,r,w,v",matchfirst
"oṱhe,roṱwa,woṱhe,tota,woṱhe",spell
"rotha,roṱwa,roṱwa,roṱwa,tota",spell
"d,f,a,f,a",matchSound
"oṱhe,rovha,rokho,rovha,roṱwa",Sound
"i,i,i,y,u",match
"x,z,u,i,u",match
"i,x,z,z,x",matchSound
"x,i,i,z,u",match
"x,u,y,i,i",match
"x,u,x,y,z",matchSound
"y,z,y,x,z",matchfirst
"y,x,z,y,z",matchfirst
"y,z,z,y,y",matchfirst
"b,f,m,d,b",matchfirst
"z,z,z,z,y",matchfirst
"zuu,xaxara,zuwa,yunithi,zuwa",spell
"xaxara,xu,xaxara,xuxuxu,xuxuxu",spell
"xu,yau,yau,zuwa,zuwa",Sound
"u,x,i,x,x",match
"z,i,x,y,i",match
"i,y,u,u,u",matchSound
"x,i,u,z,i",match
"u,i,u,y,i",match
"i,y,z,i,x",matchSound
"b,h,m,m,f",matchfirst
"y,x,z,x,z",matchfirst
"x,x,y,y,z",matchfirst
"z,x,z,y,x",matchfirst
"z,z,y,x,x",matchfirst
"yau,zuza,zuu,zuza,xaxara",spell
"yau,zuwa,xuxuxu,yunithi,xaxara",spell
"zuwa,xuxuxu,yau,xu,yau",Sound
"g,f,m,b,f",matchfirst
"dugu,mma,fagi,gaga,habu",spell
